time_stamp	animal	time1	time2	tampl	tdur	tpos	tbeg	tsize
20170527_120034	01216	135.00	150.00	180.000	2.883	145.859	144.020	12.451
20170527_120034	01216	135.00	150.00	180.000	4.025	138.131	136.392	12.451
20170527_120034	01226	120.00	135.00	NA	NA	NA	NA	12.224
20170527_120034	01229	120.00	135.00	NA	NA	NA	NA	6.659
20170527_120034	01231	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	01231	135.00	150.00	180.000	6.824	149.652	145.927	15.000
20170527_120034	01231	135.00	150.00	38.100	2.107	141.903	140.492	15.000
20170527_120034	01234	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	01234	135.00	150.00	30.400	0.656	140.077	139.749	15.000
20170527_120034	01234	135.00	150.00	37.700	1.130	146.806	146.241	15.000
20170527_120034	01234	135.00	150.00	40.400	1.098	143.883	143.334	15.000
20170527_120034	01235	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	01235	135.00	150.00	28.400	0.062	146.303	146.272	15.000
20170527_120034	01235	135.00	150.00	31.800	0.177	137.771	137.682	15.000
20170527_120034	01235	135.00	150.00	37.900	2.401	148.609	147.409	15.000
20170527_120034	01279	120.00	135.00	32.400	1.162	125.571	125.126	15.000
20170527_120034	01279	120.00	135.00	38.800	1.421	129.513	129.188	15.000
20170527_120034	01279	135.00	150.00	180.000	4.765	145.437	143.049	15.000
20170527_120034	01279	135.00	150.00	29.200	0.106	140.689	140.666	15.000
20170527_120034	01279	135.00	150.00	40.400	1.624	137.830	136.632	15.000
20170527_120034	01279	135.00	150.00	48.600	0.808	139.389	138.955	15.000
20170527_120034	01280	120.00	135.00	NA	NA	NA	NA	14.242
20170527_120034	01286	120.00	135.00	28.300	0.060	125.690	125.660	15.000
20170527_120034	01286	120.00	135.00	32.600	0.543	133.820	133.549	15.000
20170527_120034	01286	120.00	135.00	33.100	0.473	129.548	129.311	15.000
20170527_120034	01286	120.00	135.00	33.800	0.078	127.561	127.522	15.000
20170527_120034	01286	120.00	135.00	34.000	1.478	131.559	130.820	15.000
20170527_120034	01286	120.00	135.00	38.200	0.914	124.370	123.913	15.000
20170527_120034	01286	135.00	150.00	28.700	0.477	140.426	140.187	9.667
20170527_120034	01286	135.00	150.00	43.300	1.125	143.003	142.441	9.667
20170527_120034	01286	135.00	150.00	45.500	1.608	135.741	134.938	9.667
20170527_120034	01294	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	01294	135.00	150.00	30.400	0.850	137.712	137.287	10.564
20170527_120034	01294	135.00	150.00	37.300	0.372	143.026	142.840	10.564
20170527_120034	01298	120.00	135.00	38.400	2.085	124.098	123.056	14.942
20170527_120034	01298	135.00	150.00	27.800	0.160	145.584	145.504	15.000
20170527_120034	01298	135.00	150.00	32.900	0.455	144.028	143.800	15.000
20170527_120034	01332	120.00	135.00	NA	NA	NA	NA	8.898
20170527_120034	01335	120.00	135.00	NA	NA	NA	NA	10.795
20170527_120034	01340	120.00	135.00	NA	NA	NA	NA	9.855
20170527_120034	01340	135.00	150.00	NA	NA	NA	NA	15.000
20170527_120034	01374	120.00	135.00	41.800	3.412	133.474	133.123	7.119
20170527_120034	01374	135.00	150.00	37.100	0.463	137.558	137.264	15.000
20170527_120034	01374	135.00	150.00	44.500	1.261	141.043	140.534	15.000
20170527_120034	01442	120.00	135.00	NA	NA	NA	NA	1.488
20170527_120034	01442	135.00	150.00	180.000	6.758	148.213	147.617	15.000
20170527_120034	01442	135.00	150.00	27.000	0.043	135.986	135.986	15.000
20170527_120034	01442	135.00	150.00	38.000	2.233	140.546	138.691	15.000
20170527_120034	01442	135.00	150.00	45.800	1.257	146.169	145.430	15.000
20170527_120034	01521	135.00	150.00	29.500	0.499	147.547	147.297	9.571
20170527_120034	01521	135.00	150.00	42.800	3.528	143.537	141.773	9.571
20170527_120034	01550	135.00	150.00	30.500	0.204	143.303	143.201	6.893
20170527_120034	01550	135.00	150.00	38.400	0.897	145.350	144.902	6.893
20170527_120034	01551	135.00	150.00	NA	NA	NA	NA	6.731
20170527_120034	01552	135.00	150.00	29.400	0.361	144.031	143.850	6.731
20170527_120034	01555	135.00	150.00	30.000	0.532	145.362	145.097	5.388
20170530_102955	00090	30.00	45.00	NA	NA	NA	NA	15.000
20170530_102955	00090	45.00	60.00	29.700	0.475	47.890	47.653	4.064
20170530_102955	00098	30.00	45.00	NA	NA	NA	NA	5.639
20170530_102955	00150	30.00	45.00	NA	NA	NA	NA	3.715
20170530_102955	00151	30.00	45.00	NA	NA	NA	NA	15.000
20170530_102955	00151	45.00	60.00	NA	NA	NA	NA	12.828
20170530_102955	00168	120.00	135.00	180.000	9.693	126.585	119.373	15.000
20170530_102955	00168	135.00	150.00	180.000	4.614	141.513	136.971	15.000
20170530_102955	00168	135.00	150.00	180.000	-82.726	141.658	141.585	15.000
20170530_102955	00168	135.00	150.00	180.000	-88.739	147.807	147.599	15.000
20170530_102955	00168	135.00	150.00	55.100	0.500	146.780	146.310	15.000
20170530_102955	00168	135.00	150.00	79.300	3.856	149.404	147.599	15.000
20170530_102955	00168	30.00	45.00	27.100	0.140	32.882	32.881	15.000
20170530_102955	00168	45.00	60.00	61.700	4.484	50.174	45.978	15.000
20170530_102955	00168	45.00	60.00	61.800	7.556	54.729	51.304	15.000
20170530_102955	00168	75.00	90.00	27.600	0.034	88.368	88.366	15.000
20170530_102955	00168	90.00	105.00	28.200	0.051	101.942	101.937	15.000
20170530_102955	00168	90.00	105.00	36.500	0.764	103.935	103.910	15.000
20170530_102955	00168	90.00	105.00	41.200	0.802	100.819	100.284	15.000
20170530_102955	00168	90.00	105.00	75.900	9.263	99.035	90.513	15.000
20170530_102955	00173	120.00	135.00	NA	NA	NA	NA	1.957
20170530_102955	00173	30.00	45.00	NA	NA	NA	NA	15.000
20170530_102955	00173	45.00	60.00	180.000	3.781	59.533	58.086	15.000
20170530_102955	00173	45.00	60.00	27.200	0.122	53.596	53.595	15.000
20170530_102955	00173	45.00	60.00	37.300	0.498	51.496	51.311	15.000
20170530_102955	00173	75.00	90.00	NA	NA	NA	NA	15.000
20170530_102955	00173	90.00	105.00	36.400	0.410	91.692	91.518	15.000
20170530_102955	00173	90.00	105.00	45.700	0.739	96.367	95.819	15.000
20170530_102955	00188	30.00	45.00	NA	NA	NA	NA	12.463
20170530_102955	00191	30.00	45.00	NA	NA	NA	NA	15.000
20170530_102955	00191	45.00	60.00	180.000	1.705	50.966	50.407	15.000
20170530_102955	00191	45.00	60.00	32.800	0.563	49.652	49.219	15.000
20170530_102955	00191	45.00	60.00	41.300	1.185	47.621	46.908	15.000
20170530_102955	00202	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00202	135.00	150.00	NA	NA	NA	NA	15.000
20170530_102955	00202	30.00	45.00	NA	NA	NA	NA	15.000
20170530_102955	00202	45.00	60.00	NA	NA	NA	NA	15.000
20170530_102955	00202	75.00	90.00	NA	NA	NA	NA	15.000
20170530_102955	00202	90.00	105.00	NA	NA	NA	NA	15.000
20170530_102955	00203	30.00	45.00	NA	NA	NA	NA	15.000
20170530_102955	00203	45.00	60.00	31.400	0.166	59.654	59.571	15.000
20170530_102955	00203	75.00	90.00	NA	NA	NA	NA	7.019
20170530_102955	00212	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00212	135.00	150.00	NA	NA	NA	NA	15.000
20170530_102955	00212	30.00	45.00	NA	NA	NA	NA	15.000
20170530_102955	00212	45.00	60.00	27.800	0.277	56.397	56.258	15.000
20170530_102955	00212	45.00	60.00	36.600	3.199	48.068	46.468	15.000
20170530_102955	00212	75.00	90.00	NA	NA	NA	NA	15.000
20170530_102955	00212	90.00	105.00	NA	NA	NA	NA	15.000
20170530_102955	00213	30.00	45.00	32.600	0.711	36.323	35.967	15.000
20170530_102955	00213	45.00	60.00	31.900	0.363	54.821	54.639	15.000
20170530_102955	00213	45.00	60.00	35.600	1.522	57.054	56.293	15.000
20170530_102955	00213	45.00	60.00	47.100	2.824	50.768	49.356	15.000
20170530_102955	00226	30.00	45.00	NA	NA	NA	NA	5.639
20170530_102955	00227	30.00	45.00	NA	NA	NA	NA	3.760
20170530_102955	00230	120.00	135.00	40.200	4.755	129.537	127.159	15.000
20170530_102955	00230	135.00	150.00	27.900	0.075	136.572	136.534	15.000
20170530_102955	00230	135.00	150.00	28.600	0.242	144.744	144.623	15.000
20170530_102955	00230	135.00	150.00	44.700	3.382	149.522	147.832	15.000
20170530_102955	00230	135.00	150.00	58.100	5.611	140.887	138.082	15.000
20170530_102955	00230	30.00	45.00	NA	NA	NA	NA	15.000
20170530_102955	00230	45.00	60.00	27.300	0.051	47.458	47.433	15.000
20170530_102955	00230	75.00	90.00	NA	NA	NA	NA	15.000
20170530_102955	00230	90.00	105.00	29.300	0.059	94.141	94.112	15.000
20170530_102955	00230	90.00	105.00	32.400	1.370	101.517	100.832	15.000
20170530_102955	00230	90.00	105.00	34.100	0.847	91.547	91.124	15.000
20170530_102955	00230	90.00	105.00	42.700	3.881	104.967	103.026	15.000
20170530_102955	00263	30.00	45.00	33.300	1.069	31.685	31.661	13.438
20170530_102955	00263	45.00	60.00	180.000	6.448	50.379	49.876	15.000
20170530_102955	00263	45.00	60.00	30.500	1.581	57.181	57.046	15.000
20170530_102955	00263	45.00	60.00	34.600	0.795	47.765	47.744	15.000
20170530_102955	00263	75.00	90.00	NA	NA	NA	NA	5.394
20170530_102955	00264	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00264	135.00	150.00	180.000	2.134	138.085	137.853	15.000
20170530_102955	00264	135.00	150.00	43.200	3.528	142.280	141.716	15.000
20170530_102955	00264	30.00	45.00	180.000	1.502	44.752	44.293	13.438
20170530_102955	00264	30.00	45.00	45.300	1.405	40.555	39.811	13.438
20170530_102955	00264	45.00	60.00	180.000	4.773	49.420	48.820	15.000
20170530_102955	00264	45.00	60.00	35.100	1.131	47.086	46.697	15.000
20170530_102955	00264	75.00	90.00	NA	NA	NA	NA	15.000
20170530_102955	00264	90.00	105.00	34.600	2.485	100.819	100.417	15.000
20170530_102955	00264	90.00	105.00	37.900	0.675	91.657	91.548	15.000
20170530_102955	00265	30.00	45.00	NA	NA	NA	NA	13.265
20170530_102955	00265	45.00	60.00	32.100	0.306	47.840	47.574	15.000
20170530_102955	00265	45.00	60.00	42.800	0.932	50.431	49.934	15.000
20170530_102955	00265	45.00	60.00	43.400	2.896	53.204	51.525	15.000
20170530_102955	00266	30.00	45.00	NA	NA	NA	NA	8.294
20170530_102955	00273	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00273	135.00	150.00	180.000	-79.846	135.427	134.386	15.000
20170530_102955	00273	135.00	150.00	51.700	1.213	141.257	141.225	15.000
20170530_102955	00273	135.00	150.00	74.200	3.383	137.903	136.786	15.000
20170530_102955	00273	135.00	150.00	77.400	1.561	135.839	134.386	15.000
20170530_102955	00273	30.00	45.00	50.500	1.534	42.191	42.166	10.886
20170530_102955	00273	30.00	45.00	74.100	4.354	44.971	44.945	10.886
20170530_102955	00273	45.00	60.00	36.600	0.587	50.916	50.357	15.000
20170530_102955	00273	45.00	60.00	55.000	4.224	59.198	57.170	15.000
20170530_102955	00273	45.00	60.00	83.200	1.550	53.097	52.990	15.000
20170530_102955	00273	75.00	90.00	180.000	0.215	83.006	82.976	15.000
20170530_102955	00273	75.00	90.00	180.000	13.242	89.063	86.726	15.000
20170530_102955	00273	75.00	90.00	79.500	0.164	84.034	84.008	15.000
20170530_102955	00273	90.00	105.00	NA	NA	NA	NA	15.000
20170530_102955	00285	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00285	135.00	150.00	35.500	0.499	137.233	136.875	15.000
20170530_102955	00285	30.00	45.00	NA	NA	NA	NA	9.091
20170530_102955	00285	45.00	60.00	30.400	1.384	53.596	53.162	15.000
20170530_102955	00285	45.00	60.00	32.300	0.468	47.984	47.756	15.000
20170530_102955	00285	75.00	90.00	NA	NA	NA	NA	15.000
20170530_102955	00285	90.00	105.00	180.000	3.836	103.901	102.128	15.000
20170530_102955	00285	90.00	105.00	28.000	0.224	94.940	94.928	15.000
20170530_102955	00285	90.00	105.00	29.300	0.716	93.059	93.026	15.000
20170530_102955	00285	90.00	105.00	35.100	0.589	100.892	100.342	15.000
20170530_102955	00286	120.00	135.00	37.300	11.674	120.547	114.710	11.532
20170530_102955	00286	30.00	45.00	NA	NA	NA	NA	9.091
20170530_102955	00286	45.00	60.00	39.200	3.230	56.411	54.796	15.000
20170530_102955	00286	45.00	60.00	45.900	1.468	52.696	51.962	15.000
20170530_102955	00286	75.00	90.00	NA	NA	NA	NA	15.000
20170530_102955	00286	90.00	105.00	NA	NA	NA	NA	15.000
20170530_102955	00287	30.00	45.00	NA	NA	NA	NA	8.616
20170530_102955	00287	45.00	60.00	NA	NA	NA	NA	4.022
20170530_102955	00288	30.00	45.00	NA	NA	NA	NA	8.616
20170530_102955	00288	45.00	60.00	NA	NA	NA	NA	15.000
20170530_102955	00302	120.00	135.00	32.600	0.985	126.730	126.031	11.927
20170530_102955	00302	30.00	45.00	NA	NA	NA	NA	0.687
20170530_102955	00302	45.00	60.00	33.300	2.148	46.740	46.683	15.000
20170530_102955	00302	45.00	60.00	45.100	6.497	51.950	49.493	15.000
20170530_102955	00302	75.00	90.00	31.200	1.171	84.323	83.746	15.000
20170530_102955	00302	75.00	90.00	35.300	0.278	78.219	78.171	15.000
20170530_102955	00302	75.00	90.00	47.500	0.103	77.255	77.226	15.000
20170530_102955	00302	90.00	105.00	37.400	3.147	101.463	100.054	15.000
20170530_102955	00304	120.00	135.00	31.300	0.506	125.914	125.661	10.828
20170530_102955	00304	120.00	135.00	35.200	0.355	122.360	122.183	10.828
20170530_102955	00304	120.00	135.00	36.800	2.446	120.163	118.940	10.828
20170530_102955	00304	120.00	135.00	37.000	1.198	124.322	123.723	10.828
20170530_102955	00304	30.00	45.00	NA	NA	NA	NA	0.138
20170530_102955	00304	45.00	60.00	32.000	1.728	52.794	51.930	15.000
20170530_102955	00304	45.00	60.00	37.200	1.112	50.097	49.541	15.000
20170530_102955	00304	45.00	60.00	37.900	1.870	47.101	46.166	15.000
20170530_102955	00304	75.00	90.00	NA	NA	NA	NA	15.000
20170530_102955	00304	90.00	105.00	27.200	0.054	96.425	96.398	15.000
20170530_102955	00304	90.00	105.00	28.900	0.150	92.763	92.688	15.000
20170530_102955	00304	90.00	105.00	30.500	0.375	97.555	97.368	15.000
20170530_102955	00304	90.00	105.00	33.700	0.460	91.450	91.220	15.000
20170530_102955	00304	90.00	105.00	52.900	2.829	102.283	100.869	15.000
20170530_102955	00305	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00305	135.00	150.00	27.200	0.028	136.514	136.500	15.000
20170530_102955	00305	135.00	150.00	45.100	4.927	139.951	137.487	15.000
20170530_102955	00305	45.00	60.00	28.800	0.734	56.115	55.748	14.957
20170530_102955	00305	45.00	60.00	32.200	1.452	49.742	49.016	14.957
20170530_102955	00305	75.00	90.00	40.900	2.593	85.963	84.667	15.000
20170530_102955	00305	75.00	90.00	41.000	0.146	83.817	83.744	15.000
20170530_102955	00305	90.00	105.00	54.600	3.982	102.441	100.450	15.000
20170530_102955	00306	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00306	135.00	150.00	NA	NA	NA	NA	15.000
20170530_102955	00306	45.00	60.00	NA	NA	NA	NA	14.957
20170530_102955	00306	75.00	90.00	NA	NA	NA	NA	15.000
20170530_102955	00306	90.00	105.00	NA	NA	NA	NA	15.000
20170530_102955	00345	45.00	60.00	32.200	0.801	49.501	49.100	12.529
20170530_102955	00345	75.00	90.00	NA	NA	NA	NA	4.562
20170530_102955	00346	45.00	60.00	180.000	4.693	50.527	48.740	12.529
20170530_102955	00346	45.00	60.00	27.900	0.905	57.521	57.431	12.529
20170530_102955	00353	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00353	135.00	150.00	30.800	1.794	140.548	139.923	15.000
20170530_102955	00353	135.00	150.00	31.700	0.273	144.110	143.995	15.000
20170530_102955	00353	135.00	150.00	32.700	0.446	136.768	136.455	15.000
20170530_102955	00353	135.00	150.00	48.900	5.716	147.366	145.129	15.000
20170530_102955	00353	45.00	60.00	39.700	1.688	53.477	52.829	9.034
20170530_102955	00353	45.00	60.00	43.700	2.186	56.755	56.532	9.034
20170530_102955	00353	75.00	90.00	27.500	0.046	79.026	79.022	15.000
20170530_102955	00353	75.00	90.00	33.400	0.704	84.487	84.462	15.000
20170530_102955	00353	90.00	105.00	32.700	0.186	98.787	98.756	15.000
20170530_102955	00357	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00357	135.00	150.00	NA	NA	NA	NA	15.000
20170530_102955	00357	45.00	60.00	NA	NA	NA	NA	4.502
20170530_102955	00357	75.00	90.00	NA	NA	NA	NA	15.000
20170530_102955	00357	90.00	105.00	NA	NA	NA	NA	15.000
20170530_102955	00358	45.00	60.00	28.600	0.180	55.891	55.801	4.502
20170530_102955	00358	75.00	90.00	NA	NA	NA	NA	7.658
20170530_102955	00393	120.00	135.00	180.000	5.225	124.828	123.032	15.000
20170530_102955	00393	120.00	135.00	29.500	0.953	129.548	129.539	15.000
20170530_102955	00393	135.00	150.00	NA	NA	NA	NA	10.461
20170530_102955	00393	75.00	90.00	NA	NA	NA	NA	15.000
20170530_102955	00393	90.00	105.00	37.800	1.565	93.927	92.858	15.000
20170530_102955	00403	75.00	90.00	NA	NA	NA	NA	15.000
20170530_102955	00403	90.00	105.00	28.100	0.490	102.748	102.503	15.000
20170530_102955	00403	90.00	105.00	53.100	3.329	95.002	93.337	15.000
20170530_102955	00404	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00404	135.00	150.00	180.000	11.067	147.001	142.844	15.000
20170530_102955	00404	135.00	150.00	48.000	0.169	138.013	137.984	15.000
20170530_102955	00404	75.00	90.00	NA	NA	NA	NA	15.000
20170530_102955	00404	90.00	105.00	34.500	1.133	93.413	93.387	15.000
20170530_102955	00404	90.00	105.00	36.600	0.740	100.375	100.070	15.000
20170530_102955	00404	90.00	105.00	44.600	1.176	96.284	95.582	15.000
20170530_102955	00408	120.00	135.00	27.800	0.727	131.861	131.497	15.000
20170530_102955	00408	135.00	150.00	35.200	0.566	139.194	138.911	15.000
20170530_102955	00408	135.00	150.00	38.500	1.889	143.367	142.422	15.000
20170530_102955	00408	75.00	90.00	NA	NA	NA	NA	15.000
20170530_102955	00408	90.00	105.00	28.300	0.029	90.627	90.612	15.000
20170530_102955	00408	90.00	105.00	30.700	0.231	103.367	103.252	15.000
20170530_102955	00408	90.00	105.00	40.100	2.316	101.213	100.055	15.000
20170530_102955	00430	120.00	135.00	126.500	12.243	133.671	129.341	15.000
20170530_102955	00430	120.00	135.00	180.000	-33.963	129.946	129.341	15.000
20170530_102955	00430	120.00	135.00	47.700	0.412	124.353	124.329	15.000
20170530_102955	00430	120.00	135.00	78.000	0.229	128.450	128.249	15.000
20170530_102955	00430	120.00	135.00	78.100	1.455	125.450	125.417	15.000
20170530_102955	00430	135.00	150.00	180.000	-33.963	138.713	129.341	15.000
20170530_102955	00430	75.00	90.00	74.900	8.135	87.351	87.243	15.000
20170530_102955	00430	90.00	105.00	180.000	3.231	97.850	96.317	15.000
20170530_102955	00450	75.00	90.00	180.000	2.558	88.650	87.165	14.692
20170530_102955	00450	90.00	105.00	38.100	0.680	95.012	94.674	15.000
20170530_102955	00451	75.00	90.00	32.900	1.515	79.954	78.571	14.692
20170530_102955	00451	90.00	105.00	180.000	6.854	95.792	90.696	15.000
20170530_102955	00453	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00453	135.00	150.00	180.000	2.839	142.390	140.864	15.000
20170530_102955	00453	135.00	150.00	48.800	3.810	146.148	145.187	15.000
20170530_102955	00453	75.00	90.00	NA	NA	NA	NA	13.743
20170530_102955	00453	90.00	105.00	180.000	2.741	104.815	103.579	15.000
20170530_102955	00453	90.00	105.00	45.100	3.525	96.476	94.812	15.000
20170530_102955	00454	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00454	135.00	150.00	29.700	0.249	142.135	142.019	15.000
20170530_102955	00454	135.00	150.00	30.900	1.025	136.207	136.190	15.000
20170530_102955	00454	135.00	150.00	42.600	1.480	146.004	145.206	15.000
20170530_102955	00454	75.00	90.00	NA	NA	NA	NA	13.743
20170530_102955	00454	90.00	105.00	41.800	2.946	101.042	100.323	15.000
20170530_102955	00461	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00461	135.00	150.00	NA	NA	NA	NA	15.000
20170530_102955	00461	75.00	90.00	NA	NA	NA	NA	12.171
20170530_102955	00461	90.00	105.00	NA	NA	NA	NA	15.000
20170530_102955	00478	120.00	135.00	180.000	10.563	133.780	131.416	15.000
20170530_102955	00478	120.00	135.00	32.100	2.102	123.510	121.766	15.000
20170530_102955	00478	135.00	150.00	53.800	2.507	145.171	144.519	15.000
20170530_102955	00478	75.00	90.00	NA	NA	NA	NA	10.570
20170530_102955	00478	90.00	105.00	27.800	0.281	99.312	99.302	15.000
20170530_102955	00478	90.00	105.00	37.300	3.218	103.098	102.871	15.000
20170530_102955	00478	90.00	105.00	42.200	3.839	92.951	90.937	15.000
20170530_102955	00516	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00516	135.00	150.00	NA	NA	NA	NA	15.000
20170530_102955	00516	75.00	90.00	NA	NA	NA	NA	9.277
20170530_102955	00516	90.00	105.00	NA	NA	NA	NA	15.000
20170530_102955	00517	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00517	135.00	150.00	180.000	9.302	143.341	142.015	15.000
20170530_102955	00517	135.00	150.00	32.200	0.434	140.962	140.846	15.000
20170530_102955	00517	135.00	150.00	47.100	2.809	137.334	136.293	15.000
20170530_102955	00517	75.00	90.00	NA	NA	NA	NA	9.277
20170530_102955	00517	90.00	105.00	32.800	1.549	96.735	96.280	15.000
20170530_102955	00517	90.00	105.00	35.900	0.098	98.527	98.472	15.000
20170530_102955	00527	75.00	90.00	NA	NA	NA	NA	8.478
20170530_102955	00527	90.00	105.00	NA	NA	NA	NA	15.000
20170530_102955	00531	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00531	135.00	150.00	28.100	0.541	146.001	145.731	15.000
20170530_102955	00531	135.00	150.00	28.700	2.131	142.134	141.069	15.000
20170530_102955	00531	135.00	150.00	33.100	1.358	139.273	138.594	15.000
20170530_102955	00531	135.00	150.00	39.900	3.642	149.408	147.587	15.000
20170530_102955	00531	75.00	90.00	NA	NA	NA	NA	8.077
20170530_102955	00531	90.00	105.00	27.400	0.911	100.778	100.322	15.000
20170530_102955	00532	75.00	90.00	NA	NA	NA	NA	8.077
20170530_102955	00532	90.00	105.00	34.900	1.781	95.941	95.051	15.000
20170530_102955	00537	75.00	90.00	NA	NA	NA	NA	7.731
20170530_102955	00537	90.00	105.00	NA	NA	NA	NA	15.000
20170530_102955	00539	120.00	135.00	28.100	0.461	133.852	133.848	15.000
20170530_102955	00539	120.00	135.00	30.000	0.175	131.242	131.234	15.000
20170530_102955	00539	135.00	150.00	180.000	6.410	140.438	135.505	15.000
20170530_102955	00539	135.00	150.00	27.900	0.648	147.478	146.846	15.000
20170530_102955	00539	75.00	90.00	NA	NA	NA	NA	7.297
20170530_102955	00539	90.00	105.00	57.500	-65.419	92.468	160.981	15.000
20170530_102955	00542	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00542	135.00	150.00	180.000	3.540	143.193	141.213	15.000
20170530_102955	00542	135.00	150.00	180.000	4.451	147.619	145.788	15.000
20170530_102955	00542	135.00	150.00	33.500	0.770	138.683	138.373	15.000
20170530_102955	00542	135.00	150.00	35.000	0.522	136.391	136.374	15.000
20170530_102955	00542	75.00	90.00	NA	NA	NA	NA	2.732
20170530_102955	00542	90.00	105.00	180.000	3.451	97.492	95.607	15.000
20170530_102955	00542	90.00	105.00	34.300	0.669	91.989	91.976	15.000
20170530_102955	00543	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00543	135.00	150.00	180.000	7.234	141.401	138.481	15.000
20170530_102955	00543	135.00	150.00	27.900	0.084	146.562	146.558	15.000
20170530_102955	00543	135.00	150.00	32.900	0.375	147.696	147.609	15.000
20170530_102955	00543	135.00	150.00	37.400	0.815	136.577	136.457	15.000
20170530_102955	00543	75.00	90.00	NA	NA	NA	NA	2.732
20170530_102955	00543	90.00	105.00	NA	NA	NA	NA	15.000
20170530_102955	00551	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00551	135.00	150.00	32.700	0.500	147.329	147.321	15.000
20170530_102955	00551	135.00	150.00	38.800	1.897	137.595	135.742	15.000
20170530_102955	00551	135.00	150.00	62.100	5.219	139.451	138.915	15.000
20170530_102955	00551	75.00	90.00	NA	NA	NA	NA	0.280
20170530_102955	00551	90.00	105.00	NA	NA	NA	NA	15.000
20170530_102955	00616	120.00	135.00	34.000	1.005	134.439	134.304	15.000
20170530_102955	00616	135.00	150.00	180.000	3.788	147.513	146.595	15.000
20170530_102955	00616	135.00	150.00	180.000	3.915	141.438	140.552	15.000
20170530_102955	00616	135.00	150.00	33.500	0.779	138.560	138.005	15.000
20170530_102955	00639	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00639	135.00	150.00	180.000	5.816	146.889	144.290	15.000
20170530_102955	00639	135.00	150.00	33.000	0.329	142.824	142.682	15.000
20170530_102955	00680	120.00	135.00	27.300	0.030	125.720	125.705	15.000
20170530_102955	00680	120.00	135.00	27.400	0.206	126.503	126.400	15.000
20170530_102955	00680	135.00	150.00	27.300	0.334	138.205	138.038	15.000
20170530_102955	00680	135.00	150.00	28.700	0.078	141.981	141.942	15.000
20170530_102955	00680	135.00	150.00	31.800	0.748	136.498	136.124	15.000
20170530_102955	00680	135.00	150.00	37.100	1.709	140.141	139.286	15.000
20170530_102955	00681	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00681	135.00	150.00	180.000	1.875	140.292	139.593	15.000
20170530_102955	00681	135.00	150.00	180.000	9.641	145.316	144.115	15.000
20170530_102955	00681	135.00	150.00	36.800	1.665	138.597	137.233	15.000
20170530_102955	00689	120.00	135.00	32.300	1.527	126.841	126.537	15.000
20170530_102955	00689	120.00	135.00	38.800	1.112	134.624	134.073	15.000
20170530_102955	00689	135.00	150.00	180.000	17.737	140.888	136.536	15.000
20170530_102955	00690	120.00	135.00	33.200	2.207	125.596	124.663	15.000
20170530_102955	00690	120.00	135.00	34.400	0.174	121.229	121.216	15.000
20170530_102955	00690	135.00	150.00	180.000	4.098	143.410	142.381	15.000
20170530_102955	00690	135.00	150.00	35.000	2.715	138.196	138.005	15.000
20170530_102955	00690	135.00	150.00	40.300	1.598	136.281	135.780	15.000
20170530_102955	00703	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00703	135.00	150.00	58.900	5.543	136.254	133.482	5.730
20170530_102955	00704	120.00	135.00	NA	NA	NA	NA	15.000
20170530_102955	00704	135.00	150.00	NA	NA	NA	NA	15.000
20170530_102955	00708	120.00	135.00	34.200	0.382	130.313	130.122	11.532
20170530_102955	00710	120.00	135.00	34.500	1.467	132.974	132.241	13.512
20170530_102955	00710	135.00	150.00	48.700	8.744	139.758	135.386	15.000
20170530_102955	00711	120.00	135.00	NA	NA	NA	NA	13.512
20170530_102955	00711	135.00	150.00	NA	NA	NA	NA	15.000
20170530_102955	00727	120.00	135.00	NA	NA	NA	NA	8.926
20170530_102955	00727	135.00	150.00	180.000	2.563	141.219	139.952	15.000
20170530_102955	00727	135.00	150.00	180.000	2.997	137.709	135.795	15.000
20170530_102955	00728	120.00	135.00	NA	NA	NA	NA	8.926
